date,room_id,hour_of_day,is_class_in_session,lighting_watt,projector_watt,plug_load_watt,total_watt,is_anomaly,wasted_cost_tl,is_holiday,is_weekend
2023-11-01,M1_Derslik_05,19,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_05,20,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_05,21,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_05,22,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_05,23,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_06,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_06,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_06,2,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_06,3,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_06,4,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_06,5,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_06,6,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_06,7,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_06,8,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_06,9,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_06,10,1,394.4,242.7,1676.9,2314.0,0,0.0,0,0
2023-11-01,M1_Derslik_06,11,1,383.0,259.4,2759.1,3401.5,0,0.0,0,0
2023-11-01,M1_Derslik_06,12,1,390.1,250.9,1674.2,2315.2,0,0.0,0,0
2023-11-01,M1_Derslik_06,13,1,413.0,240.7,3289.9,3943.6000000000004,0,0.0,0,0
2023-11-01,M1_Derslik_06,14,1,404.8,255.6,3561.9,4222.3,0,0.0,0,0
2023-11-01,M1_Derslik_06,15,1,381.5,254.9,3574.3,4210.7,0,0.0,0,0
2023-11-01,M1_Derslik_06,16,1,399.3,249.3,4765.7,5414.3,0,0.0,0,0
2023-11-01,M1_Derslik_06,17,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_06,18,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_06,19,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_06,20,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_06,21,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_06,22,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_06,23,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_07,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_07,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_07,2,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_07,3,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_07,4,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_07,5,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_07,6,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_07,7,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_07,8,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_07,9,1,384.3,251.6,5604.0,6239.9,0,0.0,0,0
2023-11-01,M1_Derslik_07,10,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_07,11,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_07,12,1,391.7,243.7,1891.1,2526.5,0,0.0,0,0
2023-11-01,M1_Derslik_07,13,1,419.7,251.0,1683.3,2354.0,0,0.0,0,0
2023-11-01,M1_Derslik_07,14,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_07,15,1,387.2,242.7,4162.3,4792.2,0,0.0,0,0
2023-11-01,M1_Derslik_07,16,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_07,17,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_07,18,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_07,19,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_07,20,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_07,21,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_07,22,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_07,23,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_08,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_08,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_08,2,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_08,3,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_08,4,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_08,5,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_08,6,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_08,7,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_08,8,1,394.3,248.6,2762.0,3404.9,0,0.0,0,0
2023-11-01,M1_Derslik_08,9,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_08,10,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_08,11,1,391.6,257.7,2905.0,3554.3,0,0.0,0,0
2023-11-01,M1_Derslik_08,12,1,398.3,252.1,4510.1,5160.5,0,0.0,0,0
2023-11-01,M1_Derslik_08,13,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_08,14,1,406.0,251.1,2269.7,2926.7999999999997,0,0.0,0,0
2023-11-01,M1_Derslik_08,15,1,414.7,258.0,5702.7,6375.4,0,0.0,0,0
2023-11-01,M1_Derslik_08,16,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_08,17,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_08,18,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_08,19,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_08,20,0,400.0,250.0,0.0,650.0,1,1.625,0,0
2023-11-01,M1_Derslik_08,21,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_08,22,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_08,23,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_09,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_09,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_09,2,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_09,3,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_09,4,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_09,5,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_09,6,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_09,7,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_09,8,1,398.0,240.3,3033.0,3671.3,0,0.0,0,0
2023-11-01,M1_Derslik_09,9,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_09,10,1,400.0,251.8,2298.0,2949.8,0,0.0,0,0
2023-11-01,M1_Derslik_09,11,1,405.9,256.1,1724.9,2386.9,0,0.0,0,0
2023-11-01,M1_Derslik_09,12,1,387.8,245.7,5173.8,5807.3,0,0.0,0,0
2023-11-01,M1_Derslik_09,13,1,396.6,247.9,3019.6,3664.1,0,0.0,0,0
2023-11-01,M1_Derslik_09,14,1,386.8,242.6,2863.4,3492.8,0,0.0,0,0
2023-11-01,M1_Derslik_09,15,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_09,16,1,408.1,248.3,4577.1,5233.5,0,0.0,0,0
2023-11-01,M1_Derslik_09,17,1,380.9,251.6,5715.0,6347.5,0,0.0,0,0
2023-11-01,M1_Derslik_09,18,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_09,19,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_09,20,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_09,21,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_09,22,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_09,23,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_10,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_10,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_10,2,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_10,3,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_10,4,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_10,5,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_10,6,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_10,7,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_10,8,1,386.1,244.8,3024.3,3655.2000000000003,0,0.0,0,0
2023-11-01,M1_Derslik_10,9,1,415.6,259.5,5023.5,5698.6,0,0.0,0,0
2023-11-01,M1_Derslik_10,10,1,396.8,253.2,5597.4,6247.4,0,0.0,0,0
2023-11-01,M1_Derslik_10,11,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_10,12,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_10,13,1,402.9,258.9,1706.5,2368.3,0,0.0,0,0
2023-11-01,M1_Derslik_10,14,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_10,15,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_10,16,1,413.4,245.8,2291.0,2950.2,0,0.0,0,0
2023-11-01,M1_Derslik_10,17,1,390.0,254.8,1540.1,2184.8999999999996,0,0.0,0,0
2023-11-01,M1_Derslik_10,18,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_10,19,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_10,20,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_10,21,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_10,22,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_10,23,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_11,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_11,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_11,2,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_11,3,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_11,4,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_11,5,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_11,6,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_11,7,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_11,8,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_11,9,1,380.3,258.6,2631.8,3270.7000000000003,0,0.0,0,0
2023-11-01,M1_Derslik_11,10,1,418.3,245.0,3467.2,4130.5,0,0.0,0,0
2023-11-01,M1_Derslik_11,11,1,413.3,257.9,5939.6,6610.8,0,0.0,0,0
2023-11-01,M1_Derslik_11,12,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_11,13,1,412.7,242.4,3540.7,4195.8,0,0.0,0,0
2023-11-01,M1_Derslik_11,14,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_11,15,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_11,16,1,398.1,255.6,3262.1,3915.8,0,0.0,0,0
2023-11-01,M1_Derslik_11,17,1,395.1,255.8,1644.8,2295.7,0,0.0,0,0
2023-11-01,M1_Derslik_11,18,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_11,19,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_11,20,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_11,21,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_11,22,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_11,23,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_12,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_12,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_12,2,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_12,3,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_12,4,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_12,5,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_12,6,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_12,7,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_12,8,1,402.0,244.3,5309.1,5955.400000000001,0,0.0,0,0
2023-11-01,M1_Derslik_12,9,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_12,10,1,391.7,250.4,3227.1,3869.2,0,0.0,0,0
2023-11-01,M1_Derslik_12,11,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_12,12,1,381.4,243.0,5194.7,5819.099999999999,0,0.0,0,0
2023-11-01,M1_Derslik_12,13,1,401.5,255.4,3684.1,4341.0,0,0.0,0,0
2023-11-01,M1_Derslik_12,14,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_12,15,1,410.8,258.6,2256.9,2926.3,0,0.0,0,0
2023-11-01,M1_Derslik_12,16,1,402.0,247.9,2455.3,3105.2000000000003,0,0.0,0,0
2023-11-01,M1_Derslik_12,17,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_12,18,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_12,19,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_12,20,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_12,21,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_12,22,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M1_Derslik_12,23,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M2_Derslik_01,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0
2023-11-01,M2_Derslik_01,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0
